"","SD","Median","relabundance","Prevalance"
"Abiotrophia",4.51207139542935e-06,0,0.000114536074557767,0
"Acanthopleuribacter",3.52267613802893e-06,0,4.15151364187383e-05,0
"Acetitomaculum",1.26976964646933e-06,0,1.49643787927218e-05,0
"Acetivibrio",3.52267613802893e-06,0,4.15151364187383e-05,0
"Acetoanaerobium",4.99577843259012e-06,0,0.000134399536160241,0
"Acetobacter",1.61114077768386e-06,0,2.69923973367008e-05,0
"Acetobacterium",4.83836737301023e-06,0,8.11920079767697e-05,0
"Acetonema",9.53310712389749e-07,0,1.12348744884762e-05,0
"Acholeplasma",7.58540616555783e-06,0,0.000335249929934598,0
"Achromobacter",0.00221339382629324,0,0.0263176780312267,0.0138888888888889
"Acidaminobacter",2.99196738632081e-06,0,7.17280621740811e-05,0
"Acidaminococcus",6.6755721990861e-06,0,0.000249679737482158,0
"Aciditerrimonas",2.35485613630975e-06,0,2.7752245711723e-05,0
"Acidithiobacillus",5.98268180709642e-06,0,0.000230137339034135,0
"Acidocella",4.80912006507068e-06,0,0.000130570495849471,0
"Acidovorax",8.2591516000247e-06,0,0.000442838576782805,0
"Acinetobacter",0.0771521069412188,0.0194059258272516,2.14956830160159,0.194444444444444
"Acrocarpospora",1.0648781541484e-06,0,1.25497093989292e-05,0
"Actinoallomurus",2.87434770365986e-06,0,3.38745125457645e-05,0
"Actinobacillus",2.80361665178813e-05,0,0.00109272579922874,0
"Actinobaculum",2.33689640075833e-06,0,4.83297760427189e-05,0
"Actinocatenispora",4.55216455933961e-06,0,0.000111966444911974,0
"Actinocorallia",3.71749437036871e-06,0,0.000107545522626947,0
"Actinokineospora",5.9347719958647e-06,0,0.000178386293017718,0
"Actinomadura",2.90513643727349e-06,0,7.67084798238893e-05,0
"Actinomyces",4.86962341990307e-05,0.000468313882696739,0.00248819771278291,0
"Actinophytocola",2.10399604016492e-06,0,2.47958311265044e-05,0
"Actinoplanes",8.94505024090062e-06,0,0.000262299498131302,0
"Actinopolymorpha",2.87447001403185e-06,0,4.71138292500773e-05,0
"Actinopolyspora",1.8410747146904e-06,0,3.07389186555129e-05,0
"Actinotalea",2.5716182749235e-06,0,5.31822512795657e-05,0
"Actinotignum",5.6253071571167e-06,0,0.000209183493781134,0
"Advenella",1.88474356215129e-06,0,2.22119158932478e-05,0
"Aeribacillus",1.24151835868062e-06,0,1.46314341731777e-05,0
"Aerococcus",0.000253209938107902,0.00128771639419349,0.00740440329241189,0.0277777777777778
"Aeromicrobium",5.67936125261329e-05,0,0.000698828242674678,0
"Aeromonas",0.000245020986175669,0.0011461279488092,0.012488973245801,0
"Aestuariispira",3.52129877874906e-06,0,7.99965841188099e-05,0
"Agaribacter",3.86646317964952e-06,0,7.23155007294622e-05,0
"Aggregatibacter",2.75713300621942e-06,0,7.36876515214668e-05,0
"Agrococcus",7.51167031368152e-06,0,0.000161496035870528,0
"Agromyces",3.71451315603546e-06,0,0.000107878161652949,0
"Aidingimonas",4.18816072968606e-06,0,6.47574714893678e-05,0
"Albidovulum",1.62173015271443e-06,0,1.91122731373179e-05,0
"Alcanivorax",2.4053367178226e-06,0,4.93836755285228e-05,0
"Algicola",1.37520369219834e-05,0,0.000437263696036897,0
"Algimonas",2.64402150420427e-06,0,7.15220770165912e-05,0
"Algiphilus",1.88474356215129e-06,0,2.22119158932478e-05,0
"Algoriphagus",5.46490033385019e-06,0,0.000107998875197326,0
"Alicyclobacillus",1.18506142928546e-05,0,0.000785191478251342,0
"Aliidiomarina",2.1422758533365e-06,0,3.59082215730456e-05,0
"Aliiglaciecola",5.34651124006206e-06,0,0.000173119575293077,0
"Alishewanella",1.05422066703991e-05,0,0.000512305280309938,0
"Alkalibacillus",4.39701163675692e-06,0,0.000130591171703328,0
"Alkalibacter",1.42708011670531e-06,0,1.68183004636469e-05,0
"Alkalibacterium",1.51038194960144e-05,0,0.000923488653808222,0
"Alkalimonas",4.54726266226372e-06,0,0.000104105106461815,0
"Alkaliphilus",2.99325291398322e-06,0,5.91257415870932e-05,0
"Alkanindiges",5.72432552824808e-05,0,0.00135428964403509,0
"Alloactinosynnema",2.43408575908788e-06,0,2.86859757706774e-05,0
"Allobacillus",4.32438976851364e-06,0,0.000123138268052339,0
"Allobaculum",2.86633953665981e-06,0,6.57898121036807e-05,0
"Allocatelliglobosispora",2.92230649434301e-06,0,4.88462804026374e-05,0
"Allochromatium",2.01689927870004e-06,0,4.16613947133353e-05,0
"Allofustis",4.02367826515571e-06,0,5.85656716323536e-05,0
"Alloiococcus",4.27003103754506e-06,0,0.000106224619829554,0
"Allonocardiopsis",8.7379334779947e-07,0,1.0297753359745e-05,0
"Alloscardovia",2.16826926548588e-06,0,3.63665205722961e-05,0
"Alpinimonas",4.37287970397764e-06,0,9.56394368614736e-05,0
"Altererythrobacter",4.36858108072531e-06,0,0.000124785244433338,0
"Alteribacillus",6.1495508692152e-05,0.00166560344483706,0.00278975954901201,0
"Alteromonas",2.16059152992787e-06,0,4.43924164677468e-05,0
"Amaricoccus",4.51282313521349e-06,0,0.00011261530282401,0
"Aminicenantes_genera_incertae_sedis",3.91652747487529e-06,0,0.000113881673538202,0
"Aminobacter",2.62527077465812e-06,0,5.31045516105153e-05,0
"Ammonifex",1.17110988748865e-06,0,1.38016623826307e-05,0
"Ammoniibacillus",6.59625814823101e-06,0,0.000202866389026141,0
"Ammoniphilus",1.82211393858505e-05,0.000963235981958315,0.0012774582443835,0
"Amnibacterium",1.88474356215129e-06,0,2.22119158932478e-05,0
"Amorphus",1.30199224664985e-06,0,1.53441257776403e-05,0
"Amphibacillus",9.46787902728615e-06,0,0.000723857092260597,0
"Amphritea",2.21204182696773e-05,0,0.00135103566007859,0
"Amycolatopsis",1.90756987916455e-05,0,0.000672334464402125,0
"Amycolicicoccus",1.91798088953618e-06,0,3.15705647657661e-05,0
"Anaeroarcus",3.66572563939012e-06,0,5.40648458176674e-05,0
"Anaerobacillus",6.0878851073833e-05,0,0.00162836251610767,0
"Anaerobacter",1.00962177196352e-06,0,1.18985066898164e-05,0
"Anaerobaculum",2.69756295087342e-06,0,3.17910842540031e-05,0
"Anaerobiospirillum",5.21585991345532e-06,0,0.000129300908129007,0
"Anaerobranca",5.0326085643132e-06,0,0.000122003338885784,0
"Anaerococcus",0.058430244194041,0.0518173797623002,1.7143103055946,0.388888888888889
"Anaerofustis",3.8001231878054e-05,0,0.00174059309414603,0
"Anaeroglobus",1.62173015271443e-06,0,1.91122731373179e-05,0
"Anaerolinea",1.73586331937734e-06,0,2.90919618682396e-05,0
"Anaeromusa",3.36322462408745e-06,0,5.64448774952825e-05,0
"Anaeromyxobacter",8.23035447709977e-06,0,0.000480226070529325,0
"Anaeroplasma",1.26976964646933e-06,0,1.49643787927218e-05,0
"Anaerosphaera",8.0680953122368e-06,0,0.000202526869992596,0
"Anaerotruncus",2.93673386986688e-06,0,3.46097405653847e-05,0
"Anaerovorax",5.57190951986626e-06,0,0.000177829358346749,0
"Anaplasma",2.69756295087342e-06,0,3.17910842540031e-05,0
"Andreprevotia",3.19355616964477e-06,0,8.11461127928622e-05,0
"Aneurinibacillus",8.55801745876376e-06,0,0.000325000021819019,0
"Angiococcus",7.68469414844927e-06,0,0.00044685810119546,0
"Angustibacter",5.87346773973376e-06,0,6.92194811307694e-05,0
"Anoxybacillus",0.000160664908952946,0,0.00325550839232813,0.0138888888888889
"Aquabacterium",2.37417941970266e-06,0,3.81130133811992e-05,0
"Aquaspirillum",2.574528877344e-06,0,4.15468461372123e-05,0
"Aquibacillus",3.26903793052425e-06,0,8.28893729214503e-05,0
"Aquicella",6.27321310962478e-06,0,0.000190572982883457,0
"Aquimonas",3.17640909378896e-06,0,3.74343401673465e-05,0
"Aquisalimonas",3.68429338567544e-06,0,5.48323186734331e-05,0
"Arachidicoccus",5.5077063416086e-05,0,0.000910105118252129,0
"Arcanobacterium",3.37884811578505e-06,0,6.53999461834681e-05,0
"Arcobacter",2.57059076162173e-06,0,5.21948816892448e-05,0
"Arenicella",4.28660763952117e-06,0,9.32060087178019e-05,0
"Arenimonas",3.36322462408745e-06,0,5.64448774952825e-05,0
"Arhodomonas",1.03350815917224e-05,0,0.000424577395639633,0
"Armatimonadetes_gp2",8.94628104406572e-06,0,0.00044037097597601,0
"Armatimonadetes_gp4",7.19654950795114e-06,0,0.00035195540642654,0
"Armatimonadetes_gp5",1.06761783722501e-06,0,1.25819968736254e-05,0
"Armatimonadetes_gp7",2.10399604016492e-06,0,2.47958311265044e-05,0
"Armatimonas/Armatimonadetes_gp1",3.7217092018801e-06,0,0.000107327936049593,0
"Arsenicicoccus",7.03262492916105e-05,0,0.00185973477663239,0
"Arsenophonus",1.25999116215283e-05,0,0.000413127130346705,0
"Arthrobacter",0.0559495087106502,0.00410203702961734,0.666606163896106,0.0138888888888889
"Asaccharospora",1.53912929603968e-06,0,1.81388127058755e-05,0
"Asteroleplasma",5.68013475962314e-06,0,0.000243996346425589,0
"Asticcacaulis",4.12599576037894e-06,0,9.93936026227252e-05,0
"Atopobacter",1.7494155834955e-06,0,2.06170603700515e-05,0
"Atopobium",1.09539528375256e-05,0,0.000287855714973478,0
"Atopococcus",2.58285549734689e-06,0,4.13806114360662e-05,0
"Atopostipes",2.66770476557714e-06,0,7.19526351959596e-05,0
"Atribacteria_genera_incertae_sedis",3.45415429666142e-06,0,8.08653142111912e-05,0
"Aureimonas",2.20733356015241e-05,0,0.000442405178847283,0
"Aureispira",1.13000038543103e-06,0,1.33171822546948e-05,0
"Auritidibacter",3.16217960641518e-06,0,4.89249359735281e-05,0
"Austwickia",3.89981477002799e-06,0,7.56397144877544e-05,0
"Azoarcus",1.17110988748865e-06,0,1.38016623826307e-05,0
"Azohydromonas",2.26000077086205e-06,0,2.66343645093897e-05,0
"Azomonas",3.6028526899421e-06,0,7.04081744373645e-05,0
"Azorhizobium",2.40581248107129e-06,0,2.83527719938123e-05,0
"Azospirillum",1.30199224664985e-06,0,1.53441257776403e-05,0
"Azotobacter",6.68038089831552e-05,0,0.00196977305036265,0
"Bacillus",0.301267722064043,0.351804349090247,16.3272546825107,0.875
"Bacteroides",3.16635660166882e-05,0,0.00148923483881985,0
"Balneatrix",4.28440964800633e-06,0,9.50769715913184e-05,0
"Balneola",1.16654257515647e-06,0,1.37478360905993e-05,0
"Barnesiella",1.54174259238329e-06,0,2.5866891653624e-05,0
"Barrientosiimonas",1.8355158427212e-06,0,2.16317616560585e-05,0
"Bavariicoccus",4.91160215934226e-06,0,8.74389315811436e-05,0
"Bdellovibrio",5.64739407090746e-06,0,0.000164664402217957,0
"Beijerinckia",3.38240201673975e-06,0,6.79028160321715e-05,0
"Bellilinea",3.10970728030717e-06,0,4.71594499643139e-05,0
"Bhargavaea",0.0315430308976138,0.00111450867195297,0.375633314768545,0.0138888888888889
"Bifidobacterium",1.94853740021319e-05,0,0.000975020806709815,0
"Bilophila",2.1466117228786e-06,0,2.52980617636999e-05,0
"Biostraticola",4.45675358562723e-06,0,8.36508343265765e-05,0
"Bisgaardia",1.60315499779299e-06,0,1.88933628372087e-05,0
"Blastococcus",2.87488092794231e-06,0,4.39621490566469e-05,0
"Blautia",2.18639774761379e-06,0,4.51379017674398e-05,0
"Bogoriella",1.22982680840565e-05,0,0.000522282114450151,0
"Bordetella",9.95597407947844e-06,0,0.000150704344438888,0
"Bosea",8.50553008428082e-05,0,0.00141468286422776,0
"Bowmanella",1.42708011670531e-06,0,1.68183004636469e-05,0
"Brachybacterium",0.00108126904716761,0.00165081145343804,0.0278940319203331,0.0694444444444444
"Brachyspira",7.35494654211667e-06,0,0.000274545127264341,0
"Brackiella",8.4159841606597e-06,0,9.91833245060175e-05,0
"Bradymonas",3.7258365256487e-06,0,0.000128671263981566,0
"Bradyrhizobium",1.48264659878669e-06,0,1.74731577350874e-05,0
"Branchiibius",2.90219493335016e-06,0,7.84088439721563e-05,0
"Brassicibacter",1.56365521895949e-06,0,1.84278534793999e-05,0
"BRC1_genera_incertae_sedis",1.16475553906127e-06,0,1.37267756682469e-05,0
"Brenneria",0.00043094856374663,0.00189590887240972,0.0204390015379909,0.0694444444444444
"Brevibacillus",0.000924263443599936,0.000404455481585142,0.0120663352156234,0.0138888888888889
"Brevibacterium",0.0314322356669255,0.00685703906564261,0.463490195887374,0.166666666666667
"Brevundimonas",0.000826085163244404,0,0.0107752178511213,0.0138888888888889
"Brochothrix",1.00008571093533e-05,0,0.000484230423313324,0
"Brockia",2.50602251961797e-06,0,3.90974901006124e-05,0
"Brooklawnia",8.34638605351447e-05,0,0.00233868689316698,0
"Buchnera",6.51840188695494e-06,0,0.000264459936864584,0
"Budvicia",0.000104304273910193,0,0.00224768506086026,0
"Bulleidia",1.21202375891148e-06,0,1.42838369814253e-05,0
"Burkholderia",4.64600854169085e-06,0,0.000157560094559141,0
"Buttiauxella",0.000217179997639795,0,0.0063628444605644,0.0138888888888889
"Butyricicoccus",3.39722732949509e-06,0,5.2170249101787e-05,0
"Butyrivibrio",1.88956815451333e-06,0,3.16405935606441e-05,0
"Caldalkalibacillus",1.71748150486463e-06,0,2.86151611532746e-05,0
"Caldanaerobacter",1.30858461245567e-06,0,1.54218175537296e-05,0
"Caldanaerobius",1.60315499779299e-06,0,1.88933628372087e-05,0
"Caldicellulosiruptor",1.0213058266308e-05,0,0.00041341763903227,0
"Caldilinea",1.5192287290392e-06,0,1.79042822746173e-05,0
"Caldisericum",2.83003705365219e-06,0,4.66456085489317e-05,0
"Calditerricola",1.28324641076211e-05,0,0.000447393827119185,0
"Calidifontibacter",2.67777434816887e-06,0,4.34414779886299e-05,0
"Caloramator",2.65728234962484e-06,0,6.19548670400067e-05,0
"Caloranaerobacter",8.7379334779947e-07,0,1.0297753359745e-05,0
"Campylobacter",1.02673579901063e-05,0,0.00040013964154362,0
"Candidatus_Calescibacterium",2.43408575908788e-06,0,2.86859757706774e-05,0
"Candidatus_Cloacamonas",4.40683859674308e-06,0,9.59217376969375e-05,0
"Candidatus_Hydrogenedens",5.21454025617074e-06,0,0.000145251847980923,0
"Candidimonas",5.68258499434678e-06,0,6.69699064028588e-05,0
"Canibacter",5.49898572990445e-06,0,0.000110734799331738,0
"Carboxydocella",1.65246060712737e-06,0,2.69724905992356e-05,0
"Carboxydothermus",1.30858461245567e-06,0,1.54218175537296e-05,0
"Cardiobacterium",1.20183339555168e-05,0,0.000345590397277002,0
"Carnobacterium",1.75607262226021e-05,0,0.000893812321587304,0
"Catellicoccus",1.06761783722501e-06,0,1.25819968736254e-05,0
"Catenibacterium",1.46899896619681e-05,0,0.000545041162500476,0
"Catenovulum",5.73077441197461e-06,0,0.00018494510337991,0
"Catenulispora",2.88689220462262e-06,0,6.89075389911202e-05,0
"Catenuloplanes",1.44756202287393e-06,0,2.42977096607523e-05,0
"Caulobacter",1.76501430692439e-05,0,0.000223002569169949,0
"Cedecea",1.96168216174958e-05,0,0.000753599472136752,0
"Celerinatantimonas",2.38394485847746e-06,0,3.78800586373253e-05,0
"Cellulomonas",0.000624030273393961,0,0.00809253923283989,0.0138888888888889
"Cellulosilyticum",3.2638322878007e-06,0,7.3878975940338e-05,0
"Cellulosimicrobium",0.0094661947529736,0,0.121148698181771,0.0277777777777778
"Cellvibrio",4.60985778936515e-06,0,0.00014622827274259,0
"Cerasibacillus",4.51710856643938e-06,0,0.000155228380659507,0
"Chelativorans",1.30199224664985e-06,0,1.53441257776403e-05,0
"Chelonobacter",1.5192287290392e-06,0,1.79042822746173e-05,0
"Chitinimonas",3.76364416990466e-06,0,5.97899825431002e-05,0
"Chitinivibrio",5.12289519413041e-06,0,0.000146663002149742,0
"Chlamydia",4.5185610738952e-06,0,0.000111318348049546,0
"Chlorobaculum",1.92473491874496e-06,0,3.13788338969764e-05,0
"Chloroherpeton",6.6718219940007e-06,0,0.000204168251418336,0
"Chlorophyta",1.36321756658864e-05,0,0.000550490210902943,0
"Chromatium",8.3889327885672e-06,0,0.000306381878655853,0
"Chromohalobacter",3.52267613802893e-06,0,4.15151364187383e-05,0
"Chryseobacterium",4.98882312070802e-06,0,8.33010185758828e-05,0
"Chryseomicrobium",2.49068242209322e-05,0,0.000629639183191134,0
"Chthonomonas/Armatimonadetes_gp3",2.05880860400256e-06,0,4.25406621910551e-05,0
"Chungangia",4.55754947257132e-06,0,0.000115716733170852,0
"Citricoccus",2.33960163884479e-05,0,0.00038918025211222,0
"Citrobacter",0.0012702747516219,0,0.0216916241107046,0.0277777777777778
"Cloacibacterium",1.17110988748865e-06,0,1.38016623826307e-05,0
"Clostridium_III",8.2477909689568e-06,0,0.000411761641395198,0
"Clostridium_IV",6.39535779401736e-06,0,0.000182727334035948,0
"Clostridium_sensu_stricto",0.0409819473369933,0.00727368499421373,0.705027797012013,0.0833333333333333
"Clostridium_XI",0.000372529570645899,0,0.00482260263721245,0.0138888888888889
"Clostridium_XII",3.73488824627837e-06,0,8.30523464899285e-05,0
"Clostridium_XlVa",1.03186042925389e-05,0,0.000437876329648383,0
"Clostridium_XlVb",2.89955270806316e-06,0,6.95149135844413e-05,0
"Clostridium_XVIII",5.39006801070946e-06,0,0.000173199573887666,0
"Cohnella",1.74617884940913e-05,0,0.000859824020520057,0
"Collinsella",5.23928185164608e-06,0,0.000144913725584429,0
"Colwellia",7.04013531692936e-06,0,0.000308983652078177,0
"Comamonas",5.9625456630458e-06,0,0.00011654475946318,0
"Compostibacillus",2.37512757061128e-06,0,5.6480663331495e-05,0
"Conchiformibius",1.88474356215129e-06,0,2.22119158932478e-05,0
"Conexibacter",9.53310712389749e-07,0,1.12348744884762e-05,0
"Congregibacter",6.22631457195402e-06,0,0.000195205317941379,0
"Constrictibacter",1.27436936566273e-06,0,1.50185870032753e-05,0
"Coprobacillus",1.17110988748865e-06,0,1.38016623826307e-05,0
"Coprococcus",1.43441005596103e-06,0,1.69046846262036e-05,0
"Corallomonas",7.44302933188479e-06,0,0.000291178899459836,0
"Corynebacterium",0.0230958216658689,0.253464948772312,1.04524306280935,0.736111111111111
"Cosenzaea",0.00188527254631362,0,0.0222851673084442,0.0138888888888889
"Coxiella",7.72142428271237e-06,0,0.000361677507559346,0
"Cronobacter",0.00274528515487695,0,0.0596170433379793,0.0694444444444444
"Cruoricaptor",8.19779627634631e-05,0,0.00250727926603602,0
"Cryobacterium",1.61264158311555e-05,0,0.0007617786064414,0
"Cryomorpha",3.89191671998144e-06,0,4.58666784085363e-05,0
"Cryptanaerobacter",2.01418834810944e-06,0,3.35673737048122e-05,0
"Cryptosporangium",2.42279844320421e-06,0,5.7953494031979e-05,0
"Curtobacterium",2.07321791836642e-05,0,0.000244331074825725,0
"Cycloclasticus",4.69303972108763e-06,0,8.90150112606332e-05,0
"Cytophaga",1.40590187051461e-06,0,1.65687124387289e-05,0
"Dactylosporangium",7.9574995942698e-06,0,0.00012198779534465,0
"Deferribacter",2.94952496327003e-06,0,6.9893586565505e-05,0
"Deferrisoma",3.19664312371467e-06,0,9.42683290190168e-05,0
"Defluviicoccus",2.41327660560428e-06,0,4.04035745025861e-05,0
"Defluviimonas",3.9981095334991e-06,0,9.10211990080259e-05,0
"Dehalobacter",1.25544496972215e-06,0,1.47955608582846e-05,0
"Dehalococcoides",2.90486021311282e-06,0,6.69696730019819e-05,0
"Dehalogenimonas",1.49604735255802e-06,0,1.76310871328326e-05,0
"Deinococcus",1.53918445626113e-05,0,0.000775100856216736,0
"Delftia",1.48300925188852e-05,0,0.000656264070216748,0
"Demequina",2.30520535863463e-05,0,0.000467127724543772,0
"Demetria",2.33942698384754e-06,0,4.81507628365869e-05,0
"Denitratisoma",1.96348880109875e-06,0,3.24294553920127e-05,0
"Dermabacter",0.00602578834258448,0.0501896256090128,0.374389928835454,0.402777777777778
"Dermacoccus",3.8309967305111e-05,0,0.00055151292602046,0
"Dermatophilus",2.53953929293866e-06,0,2.99287575854436e-05,0
"Derxia",1.90527095865053e-06,0,3.19232716294789e-05,0
"Desemzia",3.11837912356e-06,0,6.2863146592525e-05,0
"Desertibacter",1.43717385182993e-06,0,1.69372562728822e-05,0
"Desulfacinum",1.25971236075163e-06,0,1.48458525438665e-05,0
"Desulfarculus",1.6833470960971e-06,0,1.98384357790157e-05,0
"Desulfatibacillum",3.38584674260613e-06,0,7.84652306079897e-05,0
"Desulfitobacterium",2.07085370025743e-06,0,4.2058816963735e-05,0
"Desulfobacca",1.43717385182993e-06,0,1.69372562728822e-05,0
"Desulfobacterium",1.53912929603968e-06,0,1.81388127058755e-05,0
"Desulfobotulus",1.00962177196352e-06,0,1.18985066898164e-05,0
"Desulfobulbus",2.86149626020111e-06,0,4.6824788476553e-05,0
"Desulfocapsa",1.25544496972215e-06,0,1.47955608582846e-05,0
"Desulfocella",1.17110988748865e-06,0,1.38016623826307e-05,0
"Desulfococcus",2.69804892676411e-06,0,5.48320543987034e-05,0
"Desulfocurvus",3.89191671998144e-06,0,4.58666784085363e-05,0
"Desulfofaba",6.99393103076342e-06,0,0.000123609746133482,0
"Desulfoglaeba",2.76886598707877e-06,0,4.50683607225478e-05,0
"Desulfohalobium",5.17908108515101e-06,0,0.000176816020398796,0
"Desulfomicrobium",6.79842763800246e-06,0,0.000193000848223713,0
"Desulfomonile",4.2185454135987e-06,0,6.5705114187552e-05,0
"Desulfonatronobacter",8.7379334779947e-07,0,1.0297753359745e-05,0
"Desulfonatronospira",2.3554209177311e-06,0,2.77589017246051e-05,0
"Desulfonatronovibrio",1.4206462485867e-06,0,1.67424766007147e-05,0
"Desulfonatronum",1.21468460965305e-06,0,1.43151954081434e-05,0
"Desulfonema",4.86424312601968e-06,0,0.000130545999084592,0
"Desulfonispora",4.76082633050135e-06,0,0.000130721856364347,0
"Desulfopila",4.1384165664737e-06,0,0.00011566052044382,0
"Desulforhopalus",1.60315499779299e-06,0,1.88933628372087e-05,0
"Desulfosarcina",3.36322462408745e-06,0,5.64448774952825e-05,0
"Desulfosporomusa",5.63473464243407e-06,0,0.000147467187516008,0
"Desulfosporosinus",1.56658028515275e-05,0,0.000768143040887291,0
"Desulfotomaculum",2.00018981830127e-05,0.00193319209934325,0.00235613745421893,0
"Desulfovibrio",2.22508231822275e-05,0.00109110616453304,0.00179670912971923,0
"Desulfovirga",2.1466117228786e-06,0,2.52980617636999e-05,0
"Desulfurella",4.19961290582157e-06,0,0.000109125117348869,0
"Desulfuribacillus",3.9137429202307e-06,0,0.000138699518281579,0
"Desulfuromonas",1.93703473312007e-06,0,2.28281732530512e-05,0
"Desulfurispira",2.25216644021883e-06,0,3.70577684371143e-05,0
"Desulfurobacterium",9.67957338508204e-06,0,0.000324803867352152,0
"Devriesea",3.9505579343092e-06,0,8.96939478112174e-05,0
"Dialister",1.13993909781033e-05,0,0.000678760538382677,0
"Dickeya",7.20811002135304e-05,0,0.00189021518709224,0
"Dietzia",0.000164281469479837,0,0.00248112940131791,0.0138888888888889
"Diplorickettsia",1.48264659878669e-06,0,1.74731577350874e-05,0
"Dokdonella",2.35311643068023e-06,0,2.77317430842579e-05,0
"Dokdonia",8.28453774681285e-06,0,0.000141704174434925,0
"Dolosicoccus",2.3554209177311e-06,0,2.77589017246051e-05,0
"Dolosigranulum",1.17110988748865e-06,0,1.38016623826307e-05,0
"Domibacillus",1.48371918090338e-05,0,0.000681581094641161,0
"Dorea",4.38421298804799e-06,0,8.49704850880006e-05,0
"Dyadobacter",1.25544496972215e-06,0,1.47955608582846e-05,0
"Dyella",1.98387436034522e-06,0,4.0865644666533e-05,0
"Dysgonomonas",3.97372965803877e-06,0,0.000101915874687319,0
"Ectothiorhodospira",6.23651049387662e-06,0,0.000268965346908313,0
"Edwardsiella",9.39395099833748e-06,0,0.000323406195462039,0
"Effusibacillus",1.68054847500366e-05,0.000913543025485485,0.00119916279841192,0
"Eggerthella",1.60315499779299e-06,0,1.88933628372087e-05,0
"Eggerthia",1.25544496972215e-06,0,1.47955608582846e-05,0
"Ehrlichia",2.03449346121383e-06,0,3.3586271869615e-05,0
"Eionea",1.64740282773933e-06,0,2.75463756663472e-05,0
"Eisenbergiella",2.30791027333851e-06,0,2.7198983410796e-05,0
"Elizabethkingia",5.14619403720847e-06,0,0.000162851989592087,0
"Elusimicrobium",7.86074505071079e-06,0,0.000106017193798498,0
"Emticicia",1.21468460965305e-06,0,1.43151954081434e-05,0
"Endobacter",1.45846142009208e-05,0,0.000673884234247808,0
"Endozoicomonas",6.8914659804714e-06,0,0.000243911716967924,0
"Enhydrobacter",9.12357584515815e-05,0,0.00272073195220461,0
"Ensifer",2.6092592814839e-06,0,6.14778218754525e-05,0
"Enteractinococcus",4.36896673899736e-06,0,5.14887667987251e-05,0
"Enterobacter",0.098280400833673,0.00748369991707172,3.03725466515603,0.166666666666667
